Sensors,SUNANGLE,Status,Latitude,Longitude,Temperature 2m,Dewpoint 2m,Pressure,Precipitation,GHI,DHI,BNI,LightHouse,Time ,Date,Timestamp,Year,hours
ML1 Status,-7.197392209,0.50400102,54.85439993,-3.789715689,-3.401811246,-9.25804904,101245.6164,0.000181936,27.80828526,6.911557411,112.6452692,BullPointPost,05:20:57,18-04-2023,00:00:00,2023,5.349166667
ML1 Status,-7.198679502,0.504001193,54.85441129,-3.789687117,-3.403133617,-9.259666285,101245.5968,0.000181942,27.8054353,6.90821177,112.6518297,BishopRock,0.221527778,18-04-2023,00:00:00,2023,5.316666667
ML1 Status,-7.199966795,0.504001366,54.85442264,-3.789658545,-3.404455988,-9.261283531,101245.5772,0.000181948,27.80258534,6.90486613,112.6583902,Lizard,05:06:01,18-04-2023,00:00:00,2023,5.100277778
ML1 Status,-7.201254088,0.504001539,54.854434,-3.789629973,-3.405778359,-9.262900776,101245.5576,0.000181954,27.79973537,6.901520489,112.6649506,Trevose,05:06:12,18-04-2023,00:00:00,2023,5.103333333
Optic Main,-7.202541381,0.504001712,54.85444535,-3.7896014,-3.40710073,-9.264518022,101245.5381,0.000181961,27.79688541,6.898174848,112.6715111,North_Ronaldsay,04:52:29,18-04-2023,00:00:00,2023,4.874722222
Optic Main,-7.203828674,0.504001885,54.85445671,-3.789572828,-3.408423101,-9.266135267,101245.5185,0.000181967,27.79403545,6.894829207,112.6780715,Sumburgh_Head,04:48:21,18-04-2023,00:00:00,2023,4.805833333
Light,-7.205115967,0.504002058,54.85446806,-3.789544256,-3.409745473,-9.267752513,101245.4989,0.000181973,27.79118549,6.891483566,112.684632,Flotta_Grinds_Buoy,0.200081019,18-04-2023,00:00:00,2023,4.801944444
Light,-7.20640326,0.504002231,54.85447942,-3.789515684,-3.411067844,-9.269369759,101245.4793,0.000181979,27.78833553,6.888137926,112.6911925,North_Rona,0.20037037,18-04-2023,00:00:00,2023,4.808888889
Main Optic,-7.207690553,0.504002404,54.85449077,-3.789487112,-3.412390215,-9.270987004,101245.4597,0.000181985,27.78548557,6.884792285,112.6977529,Balta_Sound,04:39:07,18-04-2023,00:00:00,2023,4.651944444
Main optic,-7.208977846,0.504002577,54.85450213,-3.78945854,-3.413712586,-9.27260425,101245.4401,0.000181991,27.78263561,6.881446644,112.7043134,Mousa,04:25:54,18-04-2023,00:00:00,2023,4.431666667
Main Optic,-7.210265139,0.50400275,54.85451348,-3.789429967,-3.415034957,-9.274221495,101245.4205,0.000181997,27.77978565,6.878101003,112.7108738,Balta_Sound,02:16:37,18-04-2023,00:00:00,2023,2.276944444
Main optic,-7.211552432,0.504002923,54.85452484,-3.789401395,-3.416357328,-9.275838741,101245.401,0.000182003,27.77693569,6.874755363,112.7174343,Mousa,21:09:25,17-04-2023,00:00:00,2023,21.15694444
Light,-7.212839725,0.504003096,54.85453619,-3.789372823,-3.4176797,-9.277455986,101245.3814,0.00018201,27.77408573,6.871409722,112.7239948,North_Rona,20:23:10,17-04-2023,00:00:00,2023,20.38611111
Light,-7.214127018,0.504003269,54.85454755,-3.789344251,-3.419002071,-9.279073232,101245.3618,0.000182016,27.77123577,6.868064081,112.7305552,Sule_Skerry,19:53:45,17-04-2023,00:00:00,2023,19.89583333
Optic Main,-7.215414311,0.504003442,54.8545589,-3.789315679,-3.420324442,-9.280690478,101245.3422,0.000182024,27.7683858,6.86471844,112.7371157,Sumburgh_Head,19:49:43,17-04-2023,00:00:00,2023,19.82861111
Optic Main,-7.216701604,0.504003615,54.85457026,-3.789287106,-3.421646813,-9.282307723,101245.3226,0.000182028,27.76553584,6.861372799,112.7436761,North_Ronaldsay,19:48:02,17-04-2023,00:00:00,2023,19.80055556
Light,-7.217988897,0.504003788,54.85458161,-3.789258534,-3.422969184,-9.283924969,101245.303,0.000182034,27.76268588,6.858027159,112.7502366,Flotta_Grinds_Buoy,19:47:34,17-04-2023,00:00:00,2023,19.79277778
ML1 Status,-7.21927619,0.504003961,54.85459297,-3.789229962,-3.424291555,-9.285542214,101245.2835,0.00018204,27.75983592,6.854681518,112.7567971,BishopRock,19:37:45,17-04-2023,00:00:00,2023,19.62916667
ML1 Status,-7.220563483,0.504004134,54.85460432,-3.78920139,-3.425613927,-9.28715946,101245.2639,0.000182046,27.75698596,6.851335877,112.7633575,Trevose,19:33:48,17-04-2023,00:00:00,2023,19.56333333
ML1 Status,-7.221850776,0.504004307,54.85461568,-3.789172818,-3.426936298,-9.288776705,101245.2443,0.000182053,27.754136,6.847990236,112.769918,Lizard,19:32:28,17-04-2023,00:00:00,2023,19.54111111
ML1 Status,-7.223138069,0.50400448,54.85462703,-3.789144246,-3.428258669,-9.290393951,101245.2247,0.000182059,27.75128604,6.844644595,112.7764784,WolfRock,19:28:20,17-04-2023,00:00:00,2023,19.47222222
ML1 Status,-7.224425362,0.504004653,54.85463839,-3.789115673,-3.42958104,-9.292011197,101245.2051,0.000182065,27.74843608,6.841298955,112.7830389,BullPointPost,19:24:42,17-04-2023,00:00:00,2023,19.41166667
Main Optic,-7.225712655,0.504004826,54.85464974,-3.789087101,-3.430903411,-9.293628442,101245.1855,0.000182071,27.74558612,6.837953314,112.7895994,Dunnet_Head,19:20:18,17-04-2023,00:00:00,2023,19.33833333
Main Status,-7.226999948,0.504004999,54.8546611,-3.789058529,-3.432225782,-9.295245688,101245.166,0.000182077,27.74273616,6.834607673,112.7961598,Godrevy,18:22:02,17-04-2023,00:00:00,2023,18.36722222
ML1 Status,-7.228287241,0.504005172,54.85467245,-3.789029957,-3.433548154,-9.296862933,101245.1464,0.000182083,27.7398862,6.831262032,112.8027203,Eddystone,18:15:39,17-04-2023,00:00:00,2023,18.26083333
ML1 Status,-7.229574535,0.504005345,54.85468381,-3.789001385,-3.434870525,-9.298480179,101245.1268,0.000182089,27.73703624,6.827916391,112.8092807,Eddystone,17:11:20,17-04-2023,00:00:00,2023,17.18888889
ML1 Status,-7.230861828,0.504005518,54.85469516,-3.788972812,-3.436192896,-9.300097424,101245.1072,0.000182096,27.73418627,6.824570751,112.8158412,Eddystone,16:53:35,17-04-2023,00:00:00,2023,16.89305556
Main Optic,-7.232149121,0.504005691,54.85470652,-3.78894424,-3.437515267,-9.30171467,101245.0876,0.000182102,27.73133631,6.82122511,112.8224017,Dunnet_Head,06:07:25,17-04-2023,00:00:00,2023,6.123611111
Main Status,-7.233436414,0.504005864,54.85471787,-3.788915668,-3.438837638,-9.303331915,101245.068,0.000182108,27.72848635,6.817879469,112.8289621,Godrevy,05:50:02,17-04-2023,00:00:00,2023,5.833888889
ML1 Status,-7.234723707,0.504006037,54.85472923,-3.788887096,-3.44016001,-9.304949161,101245.0485,0.000182114,27.72563639,6.814533828,112.8355226,WolfRock,05:21:40,17-04-2023,00:00:00,2023,5.361111111
Optic Main,-7.236011,0.50400621,54.85474058,-3.788858524,-3.441482381,-9.306566407,101245.0289,0.00018212,27.72278643,6.811188188,112.842083,Sumburgh_Head,05:19:45,17-04-2023,00:00:00,2023,5.329166667
ML1 Status,-7.237298293,0.504006383,54.85475194,-3.788829952,-3.442804752,-9.308183652,101245.0093,0.000182126,27.71993647,6.807842547,112.8486435,BullPointPost,05:18:53,17-04-2023,00:00:00,2023,5.314722222
ML1 Status,-7.238585586,0.504006556,54.85476329,-3.788801379,-3.444127123,-9.309800898,101244.9897,0.000182132,27.71708651,6.804496906,112.855204,Trevose,05:16:30,17-04-2023,00:00:00,2023,5.275
ML1 Status,-7.239872879,0.504006729,54.85477465,-3.788772807,-3.445449494,-9.311418143,101244.9701,0.000182138,27.71423655,6.801151265,112.8617644,BishopRock,05:16:50,17-04-2023,00:00:00,2023,5.280555556
Light,-7.241160172,0.504006902,54.854786,-3.788744235,-3.446771865,-9.313035389,101244.9505,0.000182145,27.71138659,6.797805624,112.8683249,Sule_Skerry,05:11:45,17-04-2023,00:00:00,2023,5.195833333
Optic Main,-7.242447465,0.504007075,54.85479736,-3.788715663,-3.448094237,-9.314652634,101244.931,0.000182151,27.70853663,6.794459984,112.8748854,North_Ronaldsay,0.216747685,17-04-2023,00:00:00,2023,5.201944444
ML1 Status,-7.243734758,0.504007248,54.85480871,-3.788687091,-3.449416608,-9.31626988,101244.9114,0.000182157,27.70568667,6.791114343,112.8814458,Lizard,05:08:21,17-04-2023,00:00:00,2023,5.139166667
Light,-7.245022051,0.504007421,54.85482007,-3.788658518,-3.450738979,-9.317887126,101244.8918,0.000182163,27.7028367,6.787768702,112.8880063,Flotta_Grinds_Buoy,04:59:35,17-04-2023,00:00:00,2023,4.993055556
Main Optic,-7.246309344,0.504007593,54.85483142,-3.788629946,-3.45206135,-9.319504371,101244.8722,0.000182169,27.69998674,6.784423061,112.8945667,Balta_Sound,04:54:24,17-04-2023,00:00:00,2023,4.906666667
Main optic,-7.247596637,0.504007766,54.85484278,-3.788601374,-3.453383721,-9.321121617,101244.8526,0.000182175,27.69713678,6.78107742,112.9011272,Mousa,04:42:40,17-04-2023,00:00:00,2023,4.711111111
Light,-7.24888393,0.504007939,54.85485413,-3.788572802,-3.454706092,-9.322738862,101244.833,0.000182181,27.69428682,6.77773178,112.9076877,North_Rona,04:35:10,17-04-2023,00:00:00,2023,4.586111111
Light,-7.250171223,0.504008112,54.85486549,-3.78854423,-3.456028464,-9.324356108,101244.8135,0.000182188,27.69143686,6.774386139,112.9142481,North_Rona,20:17:10,16-04-2023,00:00:00,2023,20.28611111
ML1 Status,-7.251458516,0.504008285,54.85487684,-3.788515658,-3.457350835,-9.325973353,101244.7939,0.000182194,27.6885869,6.771040498,112.9208086,Trevose,19:44:28,16-04-2023,00:00:00,2023,19.74111111
Optic Main,-7.252745809,0.504008458,54.8548882,-3.788487085,-3.458673206,-9.327590599,101244.7743,0.0001822,27.68573694,6.767694857,112.927369,Sumburgh_Head,19:42:41,16-04-2023,00:00:00,2023,19.71138889
Light,-7.254033102,0.504008631,54.85489955,-3.788458513,-3.459995577,-9.329207844,101244.7547,0.000182206,27.68288698,6.764349216,112.9339295,Sule_Skerry,19:41:45,16-04-2023,00:00:00,2023,19.69583333
ML1 Status,-7.255320395,0.504008804,54.85491091,-3.788429941,-3.461317948,-9.33082509,101244.7351,0.000182212,27.68003702,6.761003576,112.94049,BishopRock,19:36:28,16-04-2023,00:00:00,2023,19.60777778
Light,-7.256607688,0.504008977,54.85492226,-3.788401369,-3.462640319,-9.332442336,101244.7155,0.000182218,27.67718706,6.757657935,112.9470504,Flotta_Grinds_Buoy,19:35:35,16-04-2023,00:00:00,2023,19.59305556
Optic Main,-7.257894981,0.50400915,54.85493362,-3.788372797,-3.463962691,-9.334059581,101244.696,0.000182224,27.6743371,6.754312294,112.9536109,North_Ronaldsay,19:33:35,16-04-2023,00:00:00,2023,19.55972222
Main Optic,-7.259182274,0.504009323,54.85494497,-3.788344224,-3.465285062,-9.335676827,101244.6764,0.000182231,27.67148714,6.750966653,112.9601713,Balta_Sound,19:32:30,16-04-2023,00:00:00,2023,19.54166667
ML1 Status,-7.260469567,0.504009496,54.85495633,-3.788315652,-3.466607433,-9.337294072,101244.6568,0.000182237,27.66863717,6.747621013,112.9667318,Lizard,19:31:31,16-04-2023,00:00:00,2023,19.52527778
Main optic,-7.26175686,0.504009669,54.85496768,-3.78828708,-3.467929804,-9.338911318,101244.6372,0.000182243,27.66578721,6.744275372,112.9732923,Mousa,19:29:14,16-04-2023,00:00:00,2023,19.48722222
ML1 Status,-7.263044153,0.504009842,54.85497904,-3.788258508,-3.469252175,-9.340528563,101244.6176,0.000182249,27.66293725,6.740929731,112.9798527,WolfRock,19:28:46,16-04-2023,00:00:00,2023,19.47944444
ML1 Status,-7.264331446,0.504010015,54.85499039,-3.788229936,-3.470574547,-9.342145809,101244.598,0.000182255,27.66008729,6.73758409,112.9864132,BullPointPost,19:27:08,16-04-2023,00:00:00,2023,19.45222222
Main Optic,-7.26561874,0.504010188,54.85500175,-3.788201364,-3.471896918,-9.343763055,101244.5785,0.000182261,27.65723733,6.734238449,112.9929736,Dunnet_Head,19:07:12,16-04-2023,00:00:00,2023,19.12
Main Status,-7.266906033,0.504010361,54.8550131,-3.788172791,-3.473219289,-9.3453803,101244.5589,0.000182267,27.65438737,6.730892809,112.9995341,Godrevy,18:45:02,16-04-2023,00:00:00,2023,18.75055556
ML1 Status,-7.268193326,0.504010534,54.85502446,-3.788144219,-3.47454166,-9.346997546,101244.5393,0.000182273,27.65153741,6.727547168,113.0060946,Eddystone,17:09:34,16-04-2023,00:00:00,2023,17.15944444
ML1 Status,-7.269480619,0.504010707,54.85503581,-3.788115647,-3.475864031,-9.348614791,101244.5197,0.00018228,27.64868745,6.724201527,113.012655,Eddystone,16:25:25,16-04-2023,00:00:00,2023,16.42361111
Main Optic,-7.270767912,0.50401088,54.85504717,-3.788087075,-3.477186402,-9.350232037,101244.5001,0.000182286,27.64583749,6.720855886,113.0192155,Balta_Sound,10:27:57,16-04-2023,00:00:00,2023,10.46583333
Main Status,-7.272055205,0.504011053,54.85505852,-3.788058503,-3.478508774,-9.351849282,101244.4805,0.000182292,27.64298753,6.717510245,113.0257759,Godrevy,05:53:02,16-04-2023,00:00:00,2023,5.883888889
Main Optic,-7.273342498,0.504011226,54.85506988,-3.788029931,-3.479831145,-9.353466528,101244.461,0.000182298,27.64013757,6.714164605,113.0323364,Dunnet_Head,05:29:17,16-04-2023,00:00:00,2023,5.488055556
ML1 Status,-7.274629791,0.504011399,54.85508123,-3.788001358,-3.481153516,-9.355083774,101244.4414,0.000182304,27.63728761,6.710818964,113.0388969,WolfRock,05:24:11,16-04-2023,00:00:00,2023,5.403055556
ML1 Status,-7.275917084,0.504011572,54.85509259,-3.787972786,-3.482475887,-9.356701019,101244.4218,0.00018231,27.63443764,6.707473323,113.0454573,BullPointPost,05:21:34,16-04-2023,00:00:00,2023,5.359444444
ML1 Status,-7.277204377,0.504011745,54.85510394,-3.787944214,-3.483798258,-9.358318265,101244.4022,0.000182316,27.63158768,6.704127682,113.0520178,BishopRock,05:19:13,16-04-2023,00:00:00,2023,5.320277778
ML1 Status,-7.27849167,0.504011918,54.8551153,-3.787915642,-3.485120629,-9.35993551,101244.3826,0.000182323,27.62873772,6.700782041,113.0585782,Trevose,05:13:18,16-04-2023,00:00:00,2023,5.221666667
ML1 Status,-7.279778963,0.504012091,54.85512665,-3.78788707,-3.486443001,-9.361552756,101244.363,0.000182329,27.62588776,6.697436401,113.0651387,Lizard,05:11:04,16-04-2023,00:00:00,2023,5.184444444
Light,-7.281066256,0.504012264,54.85513801,-3.787858497,-3.487765372,-9.363170001,101244.3435,0.000182335,27.6230378,6.69409076,113.0716992,Sule_Skerry,05:05:46,16-04-2023,00:00:00,2023,5.096111111
Optic Main,-7.282353549,0.504012437,54.85514936,-3.787829925,-3.489087743,-9.364787247,101244.3239,0.000182341,27.62018784,6.690745119,113.0782596,Sumburgh_Head,05:02:52,16-04-2023,00:00:00,2023,5.047777778
Optic Main,-7.283640842,0.50401261,54.85516072,-3.787801353,-3.490410114,-9.366404492,101244.3043,0.000182347,27.61733788,6.687399478,113.0848201,North_Ronaldsay,04:58:06,16-04-2023,00:00:00,2023,4.968333333
Light,-7.284928135,0.504012783,54.85517207,-3.787772781,-3.491732485,-9.368021738,101244.2847,0.000182353,27.61448792,6.684053838,113.0913805,Flotta_Grinds_Buoy,04:47:36,16-04-2023,00:00:00,2023,4.793333333
Main optic,-7.286215428,0.504012956,54.85518343,-3.787744209,-3.493054856,-9.369638984,101244.2651,0.000182359,27.61163796,6.680708197,113.097941,Mousa,04:41:35,16-04-2023,00:00:00,2023,4.693055556
Light,-7.287502721,0.504013129,54.85519478,-3.787715637,-3.494377228,-9.371256229,101244.2455,0.000182366,27.608788,6.677362556,113.1045015,North_Rona,04:17:10,16-04-2023,00:00:00,2023,4.286111111
Light,-7.288790014,0.504013302,54.85520614,-3.787687064,-3.495699599,-9.372873475,101244.226,0.000182372,27.60593804,6.674016915,113.1110619,North_Rona,20:17:11,15-04-2023,00:00:00,2023,20.28638889
Light,-7.290077307,0.504013475,54.85521749,-3.787658492,-3.49702197,-9.37449072,101244.2064,0.000182378,27.60308807,6.670671274,113.1176224,Flotta_Grinds_Buoy,19:53:36,15-04-2023,00:00:00,2023,19.89333333
Optic Main,-7.2913646,0.504013648,54.85522885,-3.78762992,-3.498344341,-9.376107966,101244.1868,0.000182384,27.60023811,6.667325634,113.1241828,Sumburgh_Head,19:46:26,15-04-2023,00:00:00,2023,19.77388889
Optic Main,-7.292651893,0.504013821,54.8552402,-3.787601348,-3.499666712,-9.377725211,101244.1672,0.00018239,27.59738815,6.663979993,113.1307433,North_Ronaldsay,19:44:33,15-04-2023,00:00:00,2023,19.7425
Light,-7.293939186,0.504013994,54.85525156,-3.787572776,-3.500989084,-9.379342457,101244.1476,0.000182396,27.59453819,6.660634352,113.1373038,Sule_Skerry,19:41:46,15-04-2023,00:00:00,2023,19.69611111
ML1 Status,-7.295226479,0.504014167,54.85526291,-3.787544203,-3.502311455,-9.380959703,101244.128,0.000182402,27.59168823,6.657288711,113.1438642,BishopRock,19:36:39,15-04-2023,00:00:00,2023,19.61083333
ML1 Status,-7.296513772,0.50401434,54.85527427,-3.787515631,-3.503633826,-9.382576948,101244.1085,0.000182408,27.58883827,6.65394307,113.1504247,Trevose,19:34:08,15-04-2023,00:00:00,2023,19.56888889
Main Optic,-7.297801065,0.504014513,54.85528562,-3.787487059,-3.504956197,-9.384194194,101244.0889,0.000182415,27.58598831,6.65059743,113.1569851,Balta_Sound,19:31:13,15-04-2023,00:00:00,2023,19.52027778
ML1 Status,-7.299088358,0.504014686,54.85529698,-3.787458487,-3.506278568,-9.385811439,101244.0693,0.000182421,27.58313835,6.647251789,113.1635456,WolfRock,19:29:24,15-04-2023,00:00:00,2023,19.49
ML1 Status,-7.300375651,0.504014859,54.85530833,-3.787429915,-3.507600939,-9.387428685,101244.0497,0.000182427,27.58028839,6.643906148,113.1701061,Lizard,19:29:42,15-04-2023,00:00:00,2023,19.495
Main optic,-7.301662945,0.504015032,54.85531969,-3.787401343,-3.508923311,-9.38904593,101244.0301,0.000182433,27.57743843,6.640560507,113.1766665,Mousa,19:27:23,15-04-2023,00:00:00,2023,19.45638889
ML1 Status,-7.302950238,0.504015205,54.85533104,-3.78737277,-3.510245682,-9.390663176,101244.0105,0.000182439,27.57458847,6.637214866,113.183227,BullPointPost,19:26:35,15-04-2023,00:00:00,2023,19.44305556
Main Optic,-7.304237531,0.504015378,54.8553424,-3.787344198,-3.511568053,-9.392280422,101243.991,0.000182445,27.57173851,6.633869226,113.1897874,Dunnet_Head,19:24:48,15-04-2023,00:00:00,2023,19.41333333
Main Status,-7.305524824,0.504015551,54.85535375,-3.787315626,-3.512890424,-9.393897667,101243.9714,0.000182451,27.56888854,6.630523585,113.1963479,Godrevy,18:59:02,15-04-2023,00:00:00,2023,18.98388889
ML1 Status,-7.306812117,0.504015724,54.85536511,-3.787287054,-3.514212795,-9.395514913,101243.9518,0.000182458,27.56603858,6.627177944,113.2029084,Eddystone,17:27:54,15-04-2023,00:00:00,2023,17.465
ML1 Status,-7.30809941,0.504015897,54.85537646,-3.787258482,-3.515535166,-9.397132158,101243.9322,0.000182464,27.56318862,6.623832303,113.2094688,Eddystone,15:36:25,15-04-2023,00:00:00,2023,15.60694444
Main Status,-7.309386703,0.50401607,54.85538782,-3.787229909,-3.516857538,-9.398749404,101243.9126,0.00018247,27.56033866,6.620486663,113.2160293,Godrevy,06:07:02,15-04-2023,00:00:00,2023,6.117222222
Main Optic,-7.310673996,0.504016243,54.85539917,-3.787201337,-3.518179909,-9.400366649,101243.893,0.000182476,27.5574887,6.617141022,113.2225898,Dunnet_Head,05:33:32,15-04-2023,00:00:00,2023,5.558888889
ML1 Status,-7.311961289,0.504016416,54.85541053,-3.787172765,-3.51950228,-9.401983895,101243.8735,0.000182482,27.55463874,6.613795381,113.2291502,WolfRock,05:28:21,15-04-2023,00:00:00,2023,5.4725
ML1 Status,-7.313248582,0.504016589,54.85542188,-3.787144193,-3.520824651,-9.40360114,101243.8539,0.000182488,27.55178878,6.61044974,113.2357107,BullPointPost,05:24:25,15-04-2023,00:00:00,2023,5.406944444
ML1 Status,-7.314535875,0.504016762,54.85543324,-3.787115621,-3.522147022,-9.405218386,101243.8343,0.000182494,27.54893882,6.607104099,113.2422711,Trevose,05:22:58,15-04-2023,00:00:00,2023,5.382777778
ML1 Status,-7.315823168,0.504016935,54.85544459,-3.787087049,-3.523469393,-9.406835632,101243.8147,0.000182501,27.54608886,6.603758459,113.2488316,BishopRock,05:21:18,15-04-2023,00:00:00,2023,5.355
ML1 Status,-7.317110461,0.504017108,54.85545595,-3.787058476,-3.524791765,-9.408452877,101243.7951,0.000182507,27.5432389,6.600412818,113.2553921,Lizard,05:17:17,15-04-2023,00:00:00,2023,5.288055556
Light,-7.318397754,0.504017281,54.8554673,-3.787029904,-3.526114136,-9.410070123,101243.7755,0.000182513,27.54038894,6.597067177,113.2619525,Sule_Skerry,05:11:46,15-04-2023,00:00:00,2023,5.196111111
Optic Main,-7.319685047,0.504017454,54.85547866,-3.787001332,-3.527436507,-9.411687368,101243.756,0.000182519,27.53753898,6.593721536,113.268513,North_Ronaldsay,05:02:37,15-04-2023,00:00:00,2023,5.043611111
Optic Main,-7.32097234,0.504017626,54.85549001,-3.78697276,-3.528758878,-9.413304614,101243.7364,0.000182525,27.53468901,6.590375895,113.2750734,Sumburgh_Head,04:55:51,15-04-2023,00:00:00,2023,4.930833333
Main Optic,-7.322259633,0.504017799,54.85550137,-3.786944188,-3.530081249,-9.414921859,101243.7168,0.000182531,27.53183905,6.587030255,113.2816339,Balta_Sound,04:54:27,15-04-2023,00:00:00,2023,4.9075
Light,-7.323546926,0.504017972,54.85551272,-3.786915615,-3.531403621,-9.416539105,101243.6972,0.000182537,27.52898909,6.583684614,113.2881944,Flotta_Grinds_Buoy,04:41:36,15-04-2023,00:00:00,2023,4.693333333
Main optic,-7.324834219,0.504018145,54.85552408,-3.786887043,-3.532725992,-9.418156351,101243.6776,0.000182543,27.52613913,6.580338973,113.2947548,Mousa,04:32:17,15-04-2023,00:00:00,2023,4.538055556
Light,-7.326121512,0.504018318,54.85553543,-3.786858471,-3.534048363,-9.419773596,101243.658,0.00018255,27.52328917,6.576993332,113.3013153,North_Rona,04:29:11,15-04-2023,00:00:00,2023,4.486388889
Main Optic,-7.327408805,0.504018491,54.85554679,-3.786829899,-3.535370734,-9.421390842,101243.6385,0.000182556,27.52043921,6.573647691,113.3078757,Balta_Sound,20:31:29,14-04-2023,00:00:00,2023,20.52472222
Light,-7.328696098,0.504018664,54.85555814,-3.786801327,-3.536693105,-9.423008087,101243.6189,0.000182562,27.51758925,6.570302051,113.3144362,North_Rona,20:17:11,14-04-2023,00:00:00,2023,20.28638889
Light,-7.329983391,0.504018837,54.8555695,-3.786772755,-3.538015476,-9.424625333,101243.5993,0.000182568,27.51473929,6.56695641,113.3209967,Sule_Skerry,19:53:47,14-04-2023,00:00:00,2023,19.89638889
ML1 Status,-7.331270684,0.50401901,54.85558085,-3.786744182,-3.539337848,-9.426242578,101243.5797,0.000182574,27.51188933,6.563610769,113.3275571,Trevose,19:42:47,14-04-2023,00:00:00,2023,19.71305556
Optic Main,-7.332557977,0.504019183,54.85559221,-3.78671561,-3.540660219,-9.427859824,101243.5601,0.00018258,27.50903937,6.560265128,113.3341176,North_Ronaldsay,0.821655093,14-04-2023,00:00:00,2023,19.71972222
Light,-7.33384527,0.504019356,54.85560356,-3.786687038,-3.54198259,-9.42947707,101243.5405,0.000182586,27.50618941,6.556919488,113.340678,Flotta_Grinds_Buoy,19:35:36,14-04-2023,00:00:00,2023,19.59333333
ML1 Status,-7.335132563,0.504019529,54.85561492,-3.786658466,-3.543304961,-9.431094315,101243.521,0.000182593,27.50333944,6.553573847,113.3472385,BishopRock,19:34:26,14-04-2023,00:00:00,2023,19.57388889
Optic Main,-7.336419856,0.504019702,54.85562627,-3.786629894,-3.544627332,-9.432711561,101243.5014,0.000182599,27.50048948,6.550228206,113.353799,Sumburgh_Head,19:33:18,14-04-2023,00:00:00,2023,19.555
ML1 Status,-7.33770715,0.504019875,54.85563763,-3.786601321,-3.545949703,-9.434328806,101243.4818,0.000182605,27.49763952,6.546882565,113.3603594,Lizard,19:27:26,14-04-2023,00:00:00,2023,19.45722222
ML1 Status,-7.338994443,0.504020048,54.85564898,-3.786572749,-3.547272075,-9.435946052,101243.4622,0.000182611,27.49478956,6.543536924,113.3669199,WolfRock,19:25:58,14-04-2023,00:00:00,2023,19.43277778
ML1 Status,-7.340281736,0.504020221,54.85566034,-3.786544177,-3.548594446,-9.437563297,101243.4426,0.000182617,27.4919396,6.540191284,113.3734803,BullPointPost,19:21:50,14-04-2023,00:00:00,2023,19.36388889
Main Optic,-7.341569029,0.504020394,54.85567169,-3.786515605,-3.549916817,-9.439180543,101243.423,0.000182623,27.48908964,6.536845643,113.3800408,Dunnet_Head,19:21:49,14-04-2023,00:00:00,2023,19.36361111
Main optic,-7.342856322,0.504020567,54.85568305,-3.786487033,-3.551239188,-9.440797788,101243.4035,0.000182629,27.48623968,6.533500002,113.3866013,Mousa,19:05:29,14-04-2023,00:00:00,2023,19.09138889
Main Status,-7.344143615,0.50402074,54.8556944,-3.786458461,-3.552561559,-9.442415034,101243.3839,0.000182636,27.48338972,6.530154361,113.3931617,Godrevy,18:59:02,14-04-2023,00:00:00,2023,18.98388889
Main Optic,-7.345430908,0.504020913,54.85570576,-3.786429888,-3.55388393,-9.44403228,101243.3643,0.000182642,27.48053976,6.52680872,113.3997222,Balta_Sound,09:26:06,14-04-2023,00:00:00,2023,9.435
Main Status,-7.346718201,0.504021086,54.85571711,-3.786401316,-3.555206302,-9.445649525,101243.3447,0.000182648,27.4776898,6.52346308,113.4062826,Godrevy,06:00:09,14-04-2023,00:00:00,2023,6.0025
Main Optic,-7.348005494,0.504021259,54.85572847,-3.786372744,-3.556528673,-9.447266771,101243.3251,0.000182654,27.47483984,6.520117439,113.4128431,Dunnet_Head,05:35:16,14-04-2023,00:00:00,2023,5.587777778
ML1 Status,-7.349292787,0.504021432,54.85573982,-3.786344172,-3.557851044,-9.448884016,101243.3055,0.00018266,27.47198988,6.516771798,113.4194036,WolfRock,05:28:43,14-04-2023,00:00:00,2023,5.478611111
ML1 Status,-7.35058008,0.504021605,54.85575118,-3.7863156,-3.559173415,-9.450501262,101243.286,0.000182666,27.46913991,6.513426157,113.425964,BullPointPost,05:27:15,14-04-2023,00:00:00,2023,5.454166667
ML1 Status,-7.351867373,0.504021778,54.85576253,-3.786287028,-3.560495786,-9.452118507,101243.2664,0.000182672,27.46628995,6.510080516,113.4325245,BishopRock,05:22:52,14-04-2023,00:00:00,2023,5.381111111
Light,-7.353154666,0.504021951,54.85577389,-3.786258455,-3.561818158,-9.453735753,101243.2468,0.000182678,27.46343999,6.506734876,113.4390849,Sule_Skerry,05:17:47,14-04-2023,00:00:00,2023,5.296388889
ML1 Status,-7.354441959,0.504022124,54.85578524,-3.786229883,-3.563140529,-9.455352999,101243.2272,0.000182685,27.46059003,6.503389235,113.4456454,Lizard,05:15:22,14-04-2023,00:00:00,2023,5.256111111
ML1 Status,-7.355729252,0.504022297,54.8557966,-3.786201311,-3.5644629,-9.456970244,101243.2076,0.000182691,27.45774007,6.500043594,113.4522059,Trevose,05:13:28,14-04-2023,00:00:00,2023,5.224444444
Optic Main,-7.357016545,0.50402247,54.85580795,-3.786172739,-3.565785271,-9.45858749,101243.188,0.000182697,27.45489011,6.496697953,113.4587663,Sumburgh_Head,05:09:55,14-04-2023,00:00:00,2023,5.165277778
